0,0,0
1,816,997
2,415,491
3,134,528
4,313,943
5,94,648
6,206,664
7,725,222
8,503,472
9,785,240
10,127,500
11,582,724
12,185,267
13,939,682
14,26,942
15,702,571
16,399,309
17,840,95
18,327,264
19,785,16
20,858,688
21,701,680
22,574,781
23,0,310
24,762,633
25,268,621
26,408,838
27,625,88
28,713,249
29,402,220
30,907,971
31,407,671
32,315,478
33,715,717
34,820,895
35,343,70
36,433,17
37,493,175
38,516,169
39,720,225
40,500,668
41,335,869
42,614,483
43,393,958
44,524,633
45,664,185
46,37,73
47,526,109
48,574,635
49,881,395
50,250,679
51,118,22
52,614,620
53,761,501
54,466,618
55,621,270
56,586,551
57,901,988
58,168,324
59,300,183
60,690,534
61,410,593
62,406,825
63,601,58
64,464,622
65,311,958
66,952,536
67,188,950
68,351,15
69,621,215
70,178,164
71,368,926
72,472,288
73,95,339
74,906,394
75,682,108
76,124,823
77,972,116
78,603,429
79,910,563
80,290,106
81,43,879
82,275,942
83,160,963
84,334,685
85,619,526
86,149,535
87,571,325
88,667,443
89,662,295
90,272,782
91,187,490
92,783,274
93,885,666
94,424,263
95,87,591
96,67,986
97,984,653
98,253,172
99,967,145
100,877,229
101,796,364
102,848,589
103,646,618
104,340,71
105,39,350
106,525,55
107,665,808
108,186,338
109,614,305
110,733,549
111,945,558
112,298,972
113,594,492
114,390,61
115,624,261
116,401,345
117,563,54
118,592,263
119,474,804
120,61,189
121,320,908
122,346,954
123,244,204
124,378,601
125,880,583
126,90,602
127,263,995
128,947,340
129,514,958
130,476,771
131,813,309
132,219,19
133,379,271
134,32,746
135,299,138
136,269,684
137,259,787
138,817,575
139,311,95
140,690,912
141,92,180
142,337,815
143,828,249
144,432,72
145,312,822
146,539,953
147,604,607
148,985,752
149,677,888
150,389,742
151,587,723
152,167,119
153,599,142
154,961,746
155,964,169
156,609,612
157,542,532
158,294,546
159,530,632
160,767,99
161,424,535
162,867,263
163,897,927
164,791,849
165,964,440
166,636,594
167,54,844
168,745,655
169,990,837
170,514,940
171,118,476
172,11,856
173,880,79
174,671,135
175,478,497
176,404,147
177,58,625
178,312,131
179,204,63
180,545,403
181,823,685
182,849,142
183,953,423
184,948,535
185,816,273
186,961,943
187,927,440
188,388,301
189,489,464
190,968,819
191,16,933
192,755,358
193,10,184
194,346,607
195,433,761
196,386,85
197,217,270
198,211,343
199,434,145
200,348,300
201,356,697
202,31,633
203,69,894
204,195,789
205,922,995
206,153,628
207,162,768
208,283,512
209,406,126
210,28,116
211,526,798
212,867,998
213,450,435
214,64,262
215,976,702
216,702,875
217,941,4
218,466,496
219,849,141
220,653,356
221,832,812
222,379,927
223,997,861
224,506,452
225,437,515
226,240,326
227,606,521
228,962,491
229,465,613
230,128,264
231,396,479
232,985,35
233,420,12
234,459,142
235,65,463
236,494,608
237,124,255
238,313,833
239,418,186
240,583,620
241,256,381
242,808,592
243,560,242
244,872,633
245,487,787
246,922,354
247,210,953
248,367,787
249,366,480
250,841,439
251,806,655
252,999,535
253,335,850
254,502,617
255,510,248
256,823,744
257,280,709
258,402,752
259,219,856
260,334,71
261,85,50
262,408,563
263,147,416
264,778,468
265,10,561
266,156,947
267,140,210
268,739,562
269,131,784
270,497,36
271,383,96
272,220,632
273,151,212
274,694,718
275,627,989
276,947,871
277,814,782
278,528,101
279,564,874
280,616,297
281,897,971
282,671,711
283,354,481
284,321,253
285,947,95
286,486,36
287,372,118
288,807,855
289,850,666
290,756,480
291,279,247
292,88,498
293,887,386
294,450,374
295,116,142
296,988,797
297,740,625
298,999,518
299,584,383
300,462,729
301,973,62
302,399,178
303,437,420
304,933,776
305,107,156
306,482,520
307,474,147
308,924,381
309,427,695
310,407,539
311,174,376
312,452,787
313,565,61
314,946,778
315,785,106
316,326,222
317,889,560
318,769,47
319,882,307
320,681,910
321,946,153
322,474,771
323,161,999
324,0,723
325,147,91
326,968,167
327,490,561
328,579,594
329,812,193
330,515,923
331,585,684
332,659,267
333,925,379
334,997,586
335,975,948
336,773,836
337,696,259
338,568,597
339,233,595
340,242,650
341,575,246
342,3,309
343,942,175
344,282,442
345,337,764
346,370,448
347,215,118
348,563,491
349,58,674
350,465,443
351,764,87
352,1,672
353,464,587
354,353,414
355,696,895
356,174,274
357,981,965
358,772,927
359,802,365
360,414,835
361,616,353
362,113,99
363,76,880
364,306,748
365,997,176
366,856,3
367,446,905
368,540,943
369,922,481
370,585,340
371,651,499
372,983,202
373,410,3
374,88,317
375,20,294
376,604,163
377,544,187
378,134,846
379,340,327
380,894,536
381,296,51
382,820,691
383,476,839
384,169,124
385,900,998
386,167,314
387,472,167
388,761,284
389,587,76
390,262,958
391,390,71
392,405,948
393,568,648
394,831,515
395,352,183
396,248,788
397,946,586
398,370,218
399,527,847
400,77,708
401,421,813
402,659,440
403,915,582
404,700,816
405,70,60
406,297,311
407,750,91
408,875,946
409,435,676
410,82,22
411,526,614
412,302,463
413,704,610
414,213,616
415,449,672
416,411,394
417,519,102
418,360,353
419,877,514
420,838,916
421,209,85
422,47,625
423,340,575
424,483,135
425,741,116
426,218,2
427,321,252
428,489,377
429,890,622
430,574,596
431,978,967
432,311,253
433,758,29
434,935,821
435,952,393
436,342,754
437,472,111
438,586,87
439,100,5
440,362,119
441,0,318
442,745,482
443,628,913
444,856,301
445,109,386
446,42,791
447,283,193
448,75,442
449,263,896
450,790,857
451,607,94
452,797,226
453,144,530
454,705,415
455,86,629
456,331,256
457,900,594
458,494,467
459,45,424
460,433,754
461,923,496
462,864,360
463,228,490
464,687,47
465,855,967
466,566,87
467,192,748
468,937,814
469,618,602
470,761,135
471,328,647
472,921,164
473,611,433
474,713,947
475,852,334
476,395,621
477,799,5
478,330,144
479,944,785
480,912,956
481,333,797
482,135,173
483,764,270
484,814,67
485,205,946
486,412,306
487,74,617
488,514,200
489,80,18
490,412,614
491,770,567
492,165,477
493,547,472
494,165,506
495,984,555
496,107,518
497,349,783
498,899,581
499,284,178
500,455,309
501,692,982
502,674,542
503,302,948
504,106,185
505,171,405
506,537,844
507,187,218
508,531,565
509,945,791
510,295,604
511,447,344
512,197,776
513,496,228
514,351,840
515,271,29
516,402,579
517,884,8
518,300,837
519,660,7
520,54,956
521,311,651
522,857,533
523,611,442
524,683,513
525,515,844
526,675,78
527,454,813
528,603,833
529,359,412
530,285,292
531,789,417
532,512,746
533,610,998
534,953,748
535,491,137
536,656,564
537,360,458
538,390,650
539,968,188
540,930,3
541,942,709
542,204,723
543,80,373
544,102,207
545,158,182
546,517,940
547,205,362
548,812,194
549,869,63
550,13,699
551,559,664
552,520,289
553,304,71
554,112,678
555,316,136
556,311,7
557,703,348
558,510,997
559,475,842
560,911,996
561,41,301
562,784,689
563,143,792
564,623,686
565,79,662
566,38,847
567,1,505
568,845,597
569,910,260
570,989,711
571,224,260
572,749,224
573,924,728
574,510,196
575,77,257
576,318,554
577,157,297
578,766,8
579,164,345
580,700,849
581,755,963
582,632,54
583,603,715
584,142,890
585,49,518
586,165,797
587,408,992
588,582,916
589,610,97
590,809,173
591,740,692
592,612,446
593,2,225
594,393,109
595,74,4
596,657,915
597,224,225
598,936,233
599,29,683
600,148,602
601,480,395
602,546,967
603,548,798
604,757,673
605,359,690
606,897,137
607,5,918
608,843,722
609,65,803
610,40,135
611,378,292
612,751,157
613,731,185
614,406,857
615,15,592
616,754,806
617,793,381
