0,3172,23
3172,0,23
0,6688,25
6688,0,25
0,8083,13
8083,0,13
0,9274,18
9274,0,18
1,1823,26
1823,1,26
1,1982,13
1982,1,13
1,5264,20
5264,1,20
1,7445,11
7445,1,11
1,7628,21
7628,1,21
2,196,26
196,2,26
2,346,25
2,1069,25
1069,2,25
2,1441,20
2,1915,23
1915,2,23
2,2206,5
2206,2,5
2,2983,26
2983,2,26
2,5527,19
5527,2,19
2,8962,13
2,9811,25
1945,3,28
3,2512,23
2512,3,23
3,3496,14
3496,3,14
3,3934,5
3934,3,5
4450,3,21
5626,3,8
3,5677,22
3,7072,27
7072,3,27
3,7408,22
7408,3,22
8011,3,23
3,8149,28
8149,3,28
3,8428,28
8428,3,28
3,9763,10
9763,3,10
3,9982,27
9982,3,27
4,380,24
380,4,24
551,4,20
4,1337,25
1337,4,25
4,2339,22
4,3794,25
3794,4,25
6851,4,7
5,2446,17
2446,5,17
5,5737,25
5737,5,25
5,7099,17
5,7834,12
7834,5,12
5,9817,19
9817,5,19
1126,6,27
6,2911,20
6,6391,24
6,6505,19
6505,6,19
6,7198,24
7198,6,24
6,7930,28
7930,6,28
6,8959,28
6,9085,11
9085,6,11
6,9244,16
9244,6,16
7,143,21
143,7,21
7,422,20
422,7,20
7,2684,5
2684,7,5
3146,7,28
7,6986,26
6986,7,26
8204,7,14
7,8456,3
8456,7,3
7,8741,28
8741,7,28
8,838,16
838,8,16
8,3397,22
3397,8,22
8,3778,22
3778,8,22
8,4642,25
4642,8,25
8,5278,22
5278,8,22
8,5698,14
5698,8,14
8,5929,16
5929,8,16
8,8353,18
8,9490,22
9490,8,22
9,3442,22
9,4378,20
4378,9,20
9,4384,20
9,4924,15
4924,9,15
9,5077,22
5077,9,22
9,5356,27
5356,9,27
9,7474,27
7474,9,27
10,146,20
146,10,20
10,620,27
620,10,27
10,1631,27
1631,10,27
10,2450,15
10,3998,10
3998,10,10
10,5507,17
5507,10,17
10,5786,16
5786,10,16
10,7700,13
10,7727,22
7727,10,22
10,9587,25
9587,10,25
1255,11,22
11,1537,8
1537,11,8
11,1693,12
1693,11,12
11,3787,25
11,3973,16
3973,11,16
11,4189,26
4189,11,26
11,5911,26
5911,11,26
11,7438,25
7438,11,25
11,9541,15
9541,11,15
11,9874,22
9874,11,22
12,40,20
40,12,20
12,1402,10
1402,12,10
12,1876,13
2437,12,8
12,3415,24
3415,12,24
3697,12,16
12,3937,9
3937,12,9
5611,12,27
6154,12,14
13,791,27
791,13,27
824,13,10
13,1088,22
1088,13,22
13,1316,23
1316,13,23
13,5540,15
5540,13,15
13,7736,11
13,8738,22
8738,13,22
13,9176,24
9176,13,24
14,538,21
538,14,21
14,3397,28
3397,14,28
14,3778,12
3778,14,12
15,664,22
664,15,22
2272,15,7
15,3673,27
3673,15,27
15,3835,25
3835,15,25
15,7066,25
7066,15,25
15,7549,28
7549,15,28
15,9925,22
9925,15,22
16,284,19
16,533,21
16,1535,10
1535,16,10
16,2828,22
16,3125,18
3125,16,18
16,4994,28
4994,16,28
16,5603,28
16,6137,16
16,8804,15
8804,16,15
17,3280,13
3280,17,13
17,3907,8
3907,17,8
17,4393,9
4393,17,9
17,4618,15
4618,17,15
17,4717,5
4717,17,5
17,5884,10
5884,17,10
17,5923,21
5923,17,21
17,6514,25
6514,17,25
17,7963,13
7963,17,13
17,8167,21
8167,17,21
17,8935,24
8935,17,24
17,9076,19
9076,17,19
18,5335,28
5335,18,28
19,854,28
854,19,28
19,3821,27
3821,19,27
19,7238,23
7238,19,23
19,7556,24
7556,19,24
19,9047,22
9047,19,22
9920,19,23
190,20,18
20,2095,17
2095,20,17
20,2131,24
2131,20,24
20,2941,18
2941,20,18
20,2977,21
2977,20,21
20,3871,28
3871,20,28
3943,20,9
20,5062,27
5062,20,27
20,8128,24
8128,20,24
20,8782,12
8782,20,12
21,2050,26
2050,21,26
21,4009,14
21,4219,15
4219,21,15
21,4933,6
4933,21,6
21,7222,6
7222,21,6
22,839,24
839,22,24
22,2552,26
2552,22,26
22,6647,15
6647,22,15
22,6917,10
6917,22,10
22,7211,17
7211,22,17
22,7481,27
7481,22,27
8522,22,14
22,9830,22
23,694,23
694,23,23
23,727,27
727,23,27
23,1987,22
23,3322,13
3322,23,13
23,6022,12
6022,23,12
23,7537,24
7537,23,24
23,9577,23
9577,23,23
24,910,15
910,24,15
24,1540,28
1540,24,28
24,2383,10
2383,24,10
24,3349,13
3349,24,13
24,4906,28
4906,24,28
24,5464,23
5464,24,23
24,6274,24
24,8230,28
8230,24,28
24,9301,20
9301,24,20
806,25,22
25,2693,24
25,3551,21
25,5246,19
25,5777,16
5777,25,16
25,6275,15
25,7442,25
7442,25,25
25,9119,25
25,9911,26
9911,25,26
26,3853,19
3853,26,19
26,4180,27
4180,26,27
26,4363,9
26,4609,28
4609,26,28
26,5122,16
5122,26,16
26,5728,17
5728,26,17
26,6031,28
6031,26,28
26,6970,27
6970,26,27
26,7885,25
7885,26,25
27,1564,13
1564,27,13
27,1921,26
1921,27,26
27,2269,26
27,4072,11
27,7039,23
7039,27,23
27,7492,8
7492,27,8
7609,27,24
27,8362,26
8362,27,26
27,8554,21
9697,27,13
28,263,25
263,28,25
28,2006,22
2006,28,22
28,3047,24
3047,28,24
28,4739,4
4739,28,4
28,5297,25
28,7943,26
7943,28,26
28,9284,22
9284,28,22
29,850,9
850,29,9
29,3616,22
3616,29,22
29,5443,24
5443,29,24
29,6223,14
6223,29,14
29,6640,26
6640,29,26
29,8563,20
8563,29,20
29,8593,27
29,9400,25
9400,29,25
9919,29,24
30,748,11
30,1120,21
1120,30,21
1309,30,18
30,3430,20
3430,30,20
5602,30,12
30,7987,28
7987,30,28
30,8143,25
8143,30,25
8671,30,9
31,503,18
503,31,18
31,4265,20
4265,31,20
31,6194,7
6194,31,7
31,7127,24
7127,31,24
31,9800,8
9800,31,8
32,619,16
619,32,16
32,2650,16
2650,32,16
32,3373,22
3373,32,22
4243,32,18
32,4570,13
4570,32,13
7051,32,13
33,148,25
148,33,25
33,157,9
33,592,20
592,33,20
33,877,25
877,33,25
33,3703,3
3703,33,3
33,6178,20
6178,33,20
33,8485,20
8485,33,20
34,4268,25
4268,34,25
34,4799,20
4799,34,20
34,5024,27
5024,34,27
34,6152,19
6152,34,19
34,9743,26
9743,34,26
35,679,26
679,35,26
35,1894,20
1894,35,20
35,2380,26
2380,35,26
35,3574,22
3574,35,22
35,5371,27
5371,35,27
35,5758,26
5758,35,26
35,5968,12
5968,35,12
35,7093,27
7093,35,27
35,7783,25
7783,35,25
35,8644,15
8644,35,15
36,394,25
394,36,25
763,36,7
36,2257,26
2257,36,26
36,2836,15
2836,36,15
36,3964,28
3964,36,28
36,4972,24
4972,36,24
36,5545,22
5545,36,22
36,6046,14
6046,36,14
6049,36,25
6280,36,28
36,8311,9
8311,36,9
37,887,20
887,37,20
37,1694,25
1694,37,25
37,3626,15
3626,37,15
37,3749,23
3749,37,23
37,4469,23
4469,37,23
37,5105,19
5285,37,27
37,6047,13
6047,37,13
37,7808,22
7808,37,22
37,8471,26
8471,37,26
37,8675,25
8675,37,25
38,1537,19
1537,38,19
38,1693,15
1693,38,15
38,3787,16
3787,38,16
38,3973,26
3973,38,26
38,4189,12
38,5911,15
5911,38,15
38,7438,25
7438,38,25
38,7489,25
38,9397,25
9397,38,25
38,9541,11
9541,38,11
9874,38,25
39,604,19
604,39,19
39,1147,22
1147,39,22
1315,39,24
39,2014,4
39,2587,24
39,3028,17
3028,39,17
39,4636,8
4636,39,8
39,5329,28
5329,39,28
39,6139,23
6139,39,23
39,6841,10
6841,39,10
39,6901,19
6901,39,19
8437,39,21
39,8455,14
8455,39,14
40,3833,18
3833,40,18
40,5708,23
5708,40,23
40,8615,9
8615,40,9
6547,41,20
41,7255,27
7255,41,27
42,481,20
481,42,20
1303,42,24
42,2173,9
2173,42,9
42,3535,22
3535,42,22
42,5476,23
5476,42,23
42,6601,24
6601,42,24
42,7423,13
7423,42,13
42,9010,20
9010,42,20
42,9622,12
9622,42,12
43,3773,7
3773,43,7
43,4214,24
4214,43,24
44,751,21
751,44,21
1378,44,28
44,1498,21
1498,44,21
44,1549,12
1549,44,12
44,2578,22
2578,44,22
44,5734,9
44,8062,25
8062,44,25
44,9049,17
9049,44,17
45,1507,24
1507,45,24
45,2695,28
2695,45,28
45,4234,28
4234,45,28
45,6259,18
46,1661,23
1661,46,23
46,1874,26
1874,46,26
46,3857,15
46,5186,15
5186,46,15
46,5609,20
5609,46,20
46,8279,9
8279,46,9
46,9302,20
9302,46,20
46,9863,16
9863,46,16
47,3595,9
3595,47,9
47,4273,23
4273,47,23
47,4909,27
47,6145,6
6145,47,6
48,331,20
331,48,20
48,1678,13
1678,48,13
48,2518,16
48,6850,26
6850,48,26
8686,48,14
49,3200,16
3200,49,16
9200,49,25
50,1348,8
50,1825,19
1825,50,19
50,2377,22
2377,50,22
50,3250,13
3250,50,13
50,5149,19
5149,50,19
50,5839,4
5839,50,4
50,9292,15
9292,50,15
51,2065,20
2065,51,20
51,4573,21
4573,51,21
51,9844,15
9844,51,15
52,1907,23
1907,52,23
52,4211,15
4211,52,15
5087,52,4
5435,52,25
52,6455,23
6455,52,23
52,8510,16
8510,52,16
9098,52,18
53,1858,28
1858,53,28
53,2980,3
2980,53,3
4069,53,13
53,6541,16
6541,53,16
53,8557,21
8557,53,21
53,9064,27
9064,53,27
53,9172,18
9172,53,18
54,2368,23
2368,54,23
54,3169,13
54,3205,24
3205,54,24
54,4513,17
4513,54,17
54,4954,9
4954,54,9
54,5164,22
5164,54,22
5167,54,26
6160,54,27
54,6241,23
6241,54,23
54,8965,15
8965,54,15
54,9160,28
54,9583,25
9583,54,25
54,9643,28
55,2915,10
2915,55,10
3017,55,17
55,5588,20
5588,55,20
55,6323,9
6323,55,9
56,622,17
622,56,17
56,2395,22
2395,56,22
56,3457,18
3457,56,18
56,5191,17
5191,56,17
56,6274,26
6274,56,26
56,8230,23
8230,56,23
57,373,24
57,1084,21
1084,57,21
57,1546,18
1546,57,18
1828,57,24
57,2458,24
2458,57,24
57,3646,13
3646,57,13
57,4534,3
4534,57,3
6895,57,25
57,9775,15
9775,57,15
272,58,25
3176,58,13
58,6803,17
6803,58,17
58,6851,25
6851,58,25
58,6902,17
6902,58,17
58,7820,21
7820,58,21
58,9155,13
9155,58,13
59,1426,25
1426,59,25
59,1867,16
1867,59,16
59,1888,7
59,3625,19
59,4429,6
4429,59,6
59,4645,22
4645,59,22
59,5206,21
5206,59,21
7342,59,25
59,8947,22
8947,59,22
59,9439,22
9439,59,22
9568,59,25
59,9958,16
9958,59,16
60,1219,14
1219,60,14
60,1432,26
1432,60,26
60,4768,21
4768,60,21
60,6406,11
6406,60,11
60,6514,14
6514,60,14
7963,60,26
60,8167,17
8167,60,17
60,9676,22
9676,60,22
61,2189,20
2189,61,20
7496,61,16
61,8186,24
8186,61,24
2425,62,23
62,4066,16
4102,62,20
4129,62,24
62,4318,22
4318,62,22
5740,62,24
62,6355,16
62,7228,21
7228,62,21
62,7762,21
7762,62,21
62,7867,12
7867,62,12
62,9040,9
9040,62,9
62,9190,26
9190,62,26
62,9451,18
9451,62,18
63,1669,25
1669,63,25
63,2260,11
2260,63,11
63,3829,16
3829,63,16
63,4462,26
4462,63,26
63,9250,6
9250,63,6
64,734,6
734,64,6
64,2039,27
2039,64,27
64,6509,28
6509,64,28
64,6665,22
6665,64,22
65,988,22
65,1432,19
1432,65,19
65,2482,25
2482,65,25
65,6130,16
6130,65,16
65,6172,15
6172,65,15
9676,65,27
66,775,19
775,66,19
66,823,21
823,66,21
66,1189,25
1189,66,25
66,1534,27
1534,66,27
66,2890,14
2890,66,14
66,4252,8
4252,66,8
66,5638,16
5638,66,16
66,6550,21
6550,66,21
66,6943,27
6943,66,27
66,7471,20
7471,66,20
66,7861,26
7861,66,26
66,8695,22
8695,66,22
66,9694,24
9694,66,24
9994,66,28
71,67,24
67,137,10
137,67,10
67,548,19
548,67,19
67,863,15
863,67,15
67,1193,26
1193,67,26
67,1304,27
1304,67,27
67,1856,19
1856,67,19
67,1901,26
1901,67,26
67,2354,17
2354,67,17
67,4169,25
4169,67,25
67,4625,24
67,4907,25
4907,67,25
67,7373,11
8549,67,23
8735,67,28
67,9191,17
9191,67,17
68,529,26
529,68,26
68,2629,28
2629,68,28
68,4456,16
4456,68,16
68,5008,19
5008,68,19
5362,68,22
68,8161,14
8161,68,14
68,8884,14
8884,68,14
9019,68,14
68,9175,13
9175,68,13
9295,68,23
69,913,27
913,69,27
69,1978,19
1978,69,19
69,4741,28
4741,69,28
69,5668,25
5668,69,25
69,6268,17
6268,69,17
69,6388,4
6388,69,4
69,8032,25
8032,69,25
8374,69,26
69,9262,26
9262,69,26
69,9856,25
70,1175,5
1175,70,5
70,4418,20
4418,70,20
70,5648,25
5648,70,25
70,5912,21
70,6374,14
6374,70,14
70,6671,5
8537,70,24
70,8873,13
8873,70,13
71,91,27
91,71,27
71,3922,14
71,7390,22
7390,71,22
71,9442,23
9442,71,23
71,9910,25
9910,71,25
72,574,24
574,72,24
3721,72,15
72,3946,5
3946,72,5
72,4213,17
4213,72,17
5020,72,23
72,5332,24
5332,72,24
72,6760,27
6760,72,27
72,7789,23
7789,72,23
72,8500,2
72,8794,21
8794,72,21
73,1268,28
1268,73,28
2102,73,16
73,2417,26
2417,73,26
4832,73,23
73,6836,22
6836,73,22
73,9575,21
74,1015,19
1015,74,19
74,6577,20
6577,74,20
74,7582,10
7582,74,10
74,7630,20
7630,74,20
74,7933,16
7933,74,16
74,9082,14
75,706,20
706,75,20
5545,75,25
75,5680,5
5680,75,5
75,6049,17
6049,75,17
75,6262,26
6262,75,26
75,6280,19
6280,75,19
75,6694,19
75,7828,24
7828,75,24
9745,75,23
9988,75,9
76,413,11
413,76,11
1130,76,25
1727,76,22
76,2357,25
76,2444,26
2444,76,26
76,4538,16
4538,76,16
76,5525,20
5525,76,20
6041,76,27
76,7382,7
76,8111,27
8111,76,27
76,8168,14
8168,76,14
77,1747,27
1747,77,27
77,3454,25
3454,77,25
77,3733,23
77,4438,9
4438,77,9
5290,77,24
77,6844,21
6844,77,21
77,8656,21
8656,77,21
78,277,20
1489,78,15
78,3661,23
78,8857,12
78,9505,7
9505,78,7
79,302,7
79,3431,19
79,4529,9
4529,79,9
79,9020,28
9020,79,28
9101,79,22
79,9524,12
9524,79,12
79,9731,15
9980,79,24
80,181,13
208,80,19
80,1261,5
1261,80,5
80,3271,14
3271,80,14
80,5233,18
5233,80,18
80,6853,12
6853,80,12
80,7033,22
7033,80,22
80,8152,13
8152,80,13
80,9778,20
9778,80,20
81,3352,13
81,3802,13
3802,81,13
81,5176,5
5176,81,5
81,5317,25
81,8395,19
8395,81,19
81,8932,22
81,9256,26
9256,81,26
81,9616,26
9616,81,26
82,164,14
164,82,14
82,1025,15
1025,82,15
82,1646,5
82,2189,26
2189,82,26
82,3803,28
3803,82,28
82,5477,9
5477,82,9
82,8003,12
82,8267,20
8267,82,20
83,202,9
202,83,9
83,985,20
985,83,20
83,1135,21
1135,83,21
83,2998,10
2998,83,10
4666,83,24
83,4798,27
4798,83,27
83,5227,5
5227,83,5
83,6187,18
6187,83,18
6628,83,17
83,6724,13
6724,83,13
83,8095,26
8095,83,26
83,8344,28
8344,83,28
83,9184,9
