4,0,20
0,34,125
0,178,98
0,493,62
505,0,115
0,898,94
898,0,94
0,1243,136
0,1366,117
0,1375,67
1375,0,67
0,1909,116
0,2092,61
2092,0,61
5,1,87
1,41,133
98,1,83
1,104,120
1,134,93
1,146,85
179,1,132
212,1,67
1,380,102
1,389,115
1,404,62
404,1,62
1,542,128
578,1,95
1,659,87
659,1,87
857,1,120
935,1,59
1,1085,63
1,1121,25
1175,1,44
1,1193,74
1193,1,74
1268,1,100
1,1289,100
1289,1,100
1,1373,94
1,1481,59
1481,1,59
1,1571,124
1571,1,124
1658,1,108
1679,1,140
1727,1,27
1,1760,96
1787,1,57
1859,1,98
1889,1,139
1,2003,64
2213,1,86
1,2378,58
1,2393,114
1,2474,72
2474,1,72
133,2,136
172,2,128
2,217,93
2,241,110
2,442,131
2,511,70
2,661,92
715,2,74
2,733,140
2,751,137
769,2,56
2,853,75
2,865,115
895,2,125
2,928,105
2,1012,127
2,1024,139
2,1171,103
1171,2,103
1228,2,111
1234,2,90
1471,2,44
1498,2,125
2,1552,105
1681,2,20
1714,2,43
2,1774,53
1792,2,101
1906,2,105
2,1921,63
1921,2,63
1951,2,84
1966,2,76
2002,2,136
2,2011,92
2,2023,130
2,2032,70
2101,2,141
2,2227,73
2,2233,68
2,2248,141
2248,2,141
2,2374,112
2374,2,112
2,2413,57
2413,2,57
2422,2,128
136,3,103
3,145,90
145,3,90
313,3,127
439,3,46
3,535,91
535,3,91
544,3,115
601,3,129
610,3,91
3,616,57
616,3,57
3,625,63
625,3,63
3,847,73
847,3,73
3,850,38
3,901,82
901,3,82
3,940,42
940,3,42
1036,3,109
3,1108,137
1174,3,114
3,1351,80
3,1357,60
3,1381,84
3,1384,124
3,1429,20
1429,3,20
1432,3,75
3,1450,122
3,1534,123
3,1540,102
1540,3,102
3,1555,88
1555,3,88
3,1561,135
3,1642,127
1795,3,114
1837,3,126
1864,3,30
3,1948,67
1948,3,67
3,2038,103
3,2062,71
2062,3,71
2137,3,99
3,2230,124
2260,3,140
3,2332,69
2341,3,70
3,2362,117
2425,3,109
4,317,109
317,4,109
368,4,20
4,470,89
4,560,124
4,875,118
4,929,114
4,1796,103
4,1949,13
1949,4,13
4,2012,122
2276,4,119
4,2324,73
2420,4,117
5,22,115
5,193,85
5,238,14
238,5,14
5,298,57
5,316,56
337,5,125
5,367,111
5,481,77
595,5,141
634,5,139
5,763,6
5,784,127
796,5,58
5,826,55
838,5,115
5,856,34
5,877,83
5,934,100
934,5,100
5,955,20
955,5,20
982,5,139
985,5,26
5,1126,108
5,1138,126
5,1183,89
5,1198,73
1198,5,73
1210,5,66
1222,5,136
5,1249,115
1330,5,132
5,1426,126
1483,5,91
1492,5,74
5,1564,31
1606,5,49
1780,5,110
5,1789,140
1810,5,98
5,1924,77
1963,5,131
1972,5,27
2014,5,88
5,2104,125
2152,5,133
2179,5,76
5,2296,108
5,2317,112
2317,5,112
5,2338,60
2338,5,60
5,2479,47
2479,5,47
6,46,103
67,6,134
6,76,137
6,157,57
6,196,66
268,6,35
6,352,79
